order_id,product_name,pieces_sold,price_per_item,order_date,shop_id
59,Cheese - Goat,4,1428.9,2020-02-01,shop_4
60,Chicken - Wieners,66,3348.42,2020-10-15,shop_3
61,Sprouts - Bean,13,8751.76,2020-11-01,shop_1
62,Wasabi Powder,2,9938.23,2020-04-14,shop_2
63,Rabbit - Legs,33,5561.91,2020-05-31,shop_2
64,"Star Anise, Whole",8,4131.24,2020-08-19,
65,Initation Crab Meat,45,9447.31,2020-08-31,shop_3
66,Smirnoff Green Apple Twist,37,6497.49,2020-10-13,shop_1
67,Wine - Conde De Valdemar,83,2369.72,2020-01-20,shop_2
68,Pasta - Ravioli,45,187.98,2020-05-28,shop_4
69,Ham - Proscuitto,36,5301.65,2020-08-27,shop_2
70,Turkey - Oven Roast Breast,63,9220.41,2020-02-12,shop_4
71,Shrimp - Prawn,48,1586.87,2020-06-13,shop_2
72,Longos - Cheese Tortellini,32,8047.74,2020-01-28,shop_3
73,Table Cloth 91x91 Colour,50,2534.53,2020-03-14,shop_3
74,Dill Weed - Fresh,84,8542.06,2020-10-31,shop_3
75,"Soup - Campbells, Cream Of",41,1169.13,2020-04-27,shop_3
76,Mousse - Passion Fruit,76,246.55,2020-07-15,shop_3
77,"Nut - Walnut, Chopped",87,8558.05,2020-03-12,
78,Mcguinness - Blue Curacao,53,824.77,2020-06-26,shop_1
79,"Tart Shells - Barquettes, Savory",13,3432.16,2020-04-15,shop_4
80,Milk - 1%,39,4789.22,2021-01-01,shop_3
81,Smoked Tongue,36,3545.96,2020-03-03,shop_1
82,Pepper - Cubanelle,11,7573.96,2020-09-06,
83,Muffin Mix - Oatmeal,54,271.3,2020-05-13,shop_4
84,Veal - Nuckle,91,7952.17,2020-11-10,shop_4
85,Soup Campbells,45,4845.28,2020-12-30,shop_3
86,Potatoes - Mini White 3 Oz,18,2187.68,2020-07-06,shop_2
87,Wine - Zinfandel California 2002,98,1825.54,2020-11-30,shop_2
88,"Lemonade - Black Cherry, 591 Ml",46,7269.57,2020-04-29,shop_1
89,Dragon Fruit,94,1112.1,2020-07-20,shop_3
90,Country Roll,85,1130.47,2020-02-20,shop_2
91,Beans - French,95,7760.99,2020-09-21,shop_3
92,Pastry - Lemon Danish - Mini,25,216.66,2020-08-25,shop_2
93,Island Oasis - Sweet And Sour Mix,84,7749.81,2020-09-16,shop_2
94,Cheese - Marble,33,5443.49,2020-12-02,shop_3
95,Bread - Italian Corn Meal Poly,66,6709.31,2020-06-22,shop_2
96,Truffle - Whole Black Peeled,67,1418.65,2020-02-02,
97,Oysters - Smoked,50,5708.37,2020-12-28,shop_3
98,Bread - Rosemary Focaccia,92,8736.1,2020-06-05,shop_4
99,Wine - Zinfandel California 2002,4,5757.0,2020-01-23,shop_4
100,Mousse - Passion Fruit,55,5468.62,2020-04-05,shop_1
101,Nantuket Peach Orange,69,6316.32,2020-10-08,shop_1
102,Bread - Pumpernickel,1,2363.18,2020-07-23,
103,"Soup - Campbells, Minestrone",34,186.08,2020-01-17,shop_3
104,"Flour - Corn, Fine",71,2850.55,2020-11-15,shop_4
105,Peas - Frozen,91,2333.8,2020-03-07,shop_4
106,Cheese - Brie,,7674.72,2020-01-15,shop_4
107,"Wine - Mas Chicet Rose, Vintage",30,1241.91,2020-10-16,shop_2
108,Sage - Fresh,41,5142.94,2020-10-24,shop_1
109,Cheese - Ermite Bleu,73,7043.71,2020-04-08,shop_1
110,Dome Lid Clear P92008h,68,967.03,2020-02-13,shop_2
111,Island Oasis - Lemonade,56,1781.29,2020-04-21,shop_4
112,Chocolate Bar - Coffee Crisp,,5196.87,2020-08-31,shop_3
113,"Rum - Dark, Bacardi, Black",57,2501.76,2020-04-12,shop_1
114,Soupfoamcont12oz 112con,68,2077.09,2020-12-30,shop_4
115,Poppy Seed,47,7356.21,2020-09-23,shop_2
116,"Veal - Insides, Grains",70,3286.66,2020-08-07,shop_2
117,Clam - Cherrystone,37,6154.19,2020-03-17,shop_2
118,Cornish Hen,22,9884.97,2020-03-17,shop_3
119,Silicone Paper 16.5x24,6,303.75,2020-03-12,shop_1
120,Garbag Bags - Black,26,1651.77,2020-10-10,shop_2
121,Mikes Hard Lemonade,,3382.51,2020-03-06,shop_1
122,Ginger - Ground,,4980.6,2020-09-03,shop_1
123,Extract Vanilla Pure,,4839.23,2020-10-14,shop_4
124,Table Cloth 81x81 White,89,2056.36,2020-07-13,shop_3
125,Roe - Flying Fish,64,6268.66,2020-04-15,shop_1
126,Honey - Liquid,61,2259.4,2020-09-04,shop_2
127,Truffle Shells - Semi - Sweet,93,2685.72,2020-08-26,shop_4
128,Nantucket - Carrot Orange,93,8465.68,2020-03-26,shop_3
129,Vinegar - Balsamic,65,999.93,2020-04-25,shop_2
130,Pasta - Ravioli,47,4124.02,2020-10-19,shop_4
131,Pastry - Baked Scones - Mini,41,1941.9,2020-09-12,shop_2
132,Squash - Butternut,93,7025.47,2020-02-10,shop_1
133,Chips - Potato Jalapeno,58,7359.35,2020-09-23,shop_1
134,Thermometer Digital,17,3174.89,2020-10-11,shop_3
135,Steampan - Lid For Half Size,42,8224.18,2020-08-02,shop_2
136,Sansho Powder,12,7772.07,2020-12-29,shop_2
137,"Pasta - Lasagna, Dry",60,4992.87,2020-12-06,shop_4
138,Jolt Cola - Red Eye,43,5061.96,2020-05-14,shop_4
139,Sprouts - Brussel,93,128.0,2020-07-23,shop_4
140,Sole - Iqf,8,7656.1,2020-11-20,shop_2
141,Nescafe - Frothy French Vanilla,21,2469.14,2020-01-26,shop_3
142,Fiddlehead - Frozen,48,5535.22,2020-01-19,shop_2
143,Lettuce - Lambs Mash,69,3281.33,2020-01-19,shop_2
144,Peach - Halves,57,6870.53,2020-03-29,shop_1
145,Cheese - Mix,93,3511.6,2020-09-07,shop_2
146,"Lobster - Baby, Boiled",53,7237.15,2020-12-12,shop_1
147,Bread - Pita,86,3040.79,2020-06-02,shop_3
148,"Squash - Pattypan, Yellow",89,7233.18,2020-09-07,shop_1
149,Ginger - Crystalized,81,2321.84,2020-06-21,shop_3
150,Muffin Mix - Raisin Bran,60,6131.89,2020-11-26,shop_2
151,Jolt Cola - Electric Blue,91,1088.84,2020-07-29,shop_1
152,Energy Drink Red Bull,31,6506.87,2020-03-01,shop_3
153,Soap - Pine Sol Floor Cleaner,6,6159.1,2020-08-29,shop_4
154,Cleaner - Bleach,30,2294.99,2020-07-19,shop_2
155,"Pepper - Julienne, Frozen",96,7320.71,2020-12-18,shop_3
156,The Pop Shoppe - Cream Soda,70,4379.5,2020-05-11,shop_1
157,Soup - Campbells Mac N Cheese,,9242.51,2020-06-29,shop_4
158,Wine - Hardys Bankside Shiraz,58,3942.55,2020-11-17,shop_3
159,Bread - Triangle White,,2137.64,2020-01-08,shop_3
160,Wine - Black Tower Qr,14,357.75,2020-01-26,shop_4
161,Strawberries - California,93,2383.51,2021-01-08,shop_4
162,Carbonated Water - Raspberry,11,3127.83,2020-10-30,shop_1
163,"Lamb - Whole, Fresh",56,3708.32,2020-04-14,shop_1
164,Soup - Campbells Mushroom,54,2214.4,2020-08-21,shop_3
165,Horseradish - Prepared,69,6614.31,2020-03-05,shop_3
166,Veal - Insides Provini,59,6895.21,2020-08-08,shop_2
167,Table Cloth 54x72 Colour,18,6289.64,2020-04-02,shop_1
168,Pork - Sausage Casing,15,3116.17,2020-09-16,shop_3
169,Red Currants,40,4080.6,2020-09-27,shop_1
170,Quail - Jumbo,62,6703.12,2020-12-13,shop_1
171,Wine - Maipo Valle Cabernet,69,6585.67,2020-09-07,shop_2
172,Wine - Winzer Krems Gruner,50,1068.71,2020-02-24,shop_3
173,Fondant - Icing,38,3558.15,2020-12-09,shop_2
174,Spice - Greek 1 Step,10,6827.45,2020-12-17,shop_1
175,Wine - Trimbach Pinot Blanc,65,339.35,2020-10-04,shop_4
176,Sobe - Cranberry Grapefruit,52,5575.29,2020-04-21,shop_4
177,"Veal - Inside Round / Top, Lean",,7934.78,2020-01-12,shop_4
178,Vegetable - Base,74,5342.94,2020-01-06,shop_1
179,"Salt - Rock, Course",93,8492.84,2021-01-02,shop_2
180,Coffee Cup 16oz Foam,98,8768.11,2020-03-21,shop_3
181,Lettuce - Arugula,8,9989.24,2020-06-30,shop_2
182,Mince Meat - Filling,,5084.96,2020-08-05,shop_1
183,Lettuce - Boston Bib,24,5779.57,2021-01-02,shop_3
184,Wine - Niagara Peninsula Vqa,72,444.21,2020-11-19,shop_3
185,"Crab - Dungeness, Whole",38,5106.18,2020-03-29,shop_1
186,"Turkey - Breast, Smoked",55,6937.34,2020-05-29,shop_4
187,"Water - Mineral, Natural",8,7780.98,2020-09-10,shop_3
188,Wine - Chateauneuf Du Pape,22,6012.44,2020-08-18,shop_3
189,Soup - Base Broth Beef,62,8551.8,2020-12-13,shop_1
190,Pork Loin Bine - In Frenched,100,2018.92,2020-12-02,shop_2
191,Orange - Blood,26,4556.41,2020-07-22,shop_2
192,"Pepper - White, Ground",62,3243.73,2020-04-09,shop_3
193,Puree - Raspberry,42,5169.38,2020-05-27,shop_3
194,Spice - Montreal Steak Spice,54,6587.35,2020-11-10,shop_2
195,"Wine - White, Cooking",87,4638.21,2020-09-11,shop_2
196,"Mushroom - Porcini, Dry",64,3644.16,2020-04-07,shop_3
197,Port - 74 Brights,57,8376.08,2020-10-13,shop_1
198,Veal - Slab Bacon,38,5006.03,2020-10-20,shop_4
199,"Veal - Inside, Choice",41,2107.7,2020-12-07,shop_2
200,Cranberries - Dry,16,5652.32,2020-09-05,shop_2
201,Garam Masala Powder,81,3144.19,2020-03-24,shop_1
202,Bacardi Breezer - Tropical,16,131.97,2020-12-20,shop_2
203,Pepper - Red Chili,2,4097.9,2020-06-28,shop_1
204,Wine - Redchard Merritt,38,1556.55,2020-04-24,shop_1
205,Berry Brulee,49,7898.7,2020-10-04,shop_1
206,Yeast Dry - Fermipan,14,8394.56,2020-12-03,shop_3
207,Chocolate Bar - Smarties,23,6792.64,2020-03-01,shop_4
208,"Pork - Bacon, Sliced",20,9021.67,2020-06-20,shop_2
209,Salt - Sea,79,9868.73,2020-10-26,shop_4
210,Cleaner - Bleach,23,419.1,2020-07-12,shop_4
211,Filling - Mince Meat,26,9733.4,2020-09-04,shop_2
212,Rabbit - Saddles,84,8853.96,2021-01-01,shop_1
213,Wine - Sauvignon Blanc Oyster,42,7242.77,2020-01-29,shop_3
214,Spring Roll Wrappers,76,3389.87,2020-01-24,shop_4
215,Beer - Sleeman Fine Porter,54,3404.87,2020-10-25,shop_4
216,Flour - Semolina,1,2872.33,2020-10-17,shop_1
217,Wine - Bouchard La Vignee Pinot,51,1847.37,2020-05-15,shop_4
218,"Cake Circle, Paprus",28,2879.77,2020-11-06,shop_4
219,Molasses - Fancy,54,1216.86,2020-03-15,shop_4
220,Cookie - Oreo 100x2,88,6291.53,2020-02-18,shop_3
221,Milk - 2%,,1580.87,2020-12-16,shop_4
222,"Wine - White, Mosel Gold",,8316.79,2020-05-08,shop_1
223,Cheese - Colby,26,8752.49,2020-05-01,shop_3
224,Table Cloth 53x69 White,61,707.96,2020-04-14,shop_4
225,Chinese Foods - Cantonese,61,370.91,2020-01-23,shop_3
226,Veal - Loin,63,7733.96,2020-02-03,shop_1
227,Duck - Fat,88,2982.09,2020-11-30,shop_4
228,"Yogurt - Cherry, 175 Gr",74,6189.77,2020-02-26,shop_4
229,Bok Choy - Baby,74,8930.97,2020-09-25,shop_3
230,Nori Sea Weed - Gold Label,89,8992.33,2020-06-16,shop_3
231,Puree - Mango,56,6672.28,2020-06-11,shop_4
232,Tarts Assorted,58,2413.47,2020-04-02,shop_2
233,Cake - Mini Cheesecake,78,546.34,2020-12-12,shop_1
234,Broom - Angled,49,9901.49,2020-08-17,shop_3
235,Bread - White Mini Epi,99,9292.0,2020-06-12,shop_3
236,Sea Bass - Whole,50,3617.73,2020-05-23,shop_2
237,Nantucket - Orange Mango Cktl,58,3274.56,2020-06-20,shop_1
238,Beer - Upper Canada Light,54,7874.61,2020-04-15,shop_4
239,Sage Ground Wiberg,30,7439.95,2020-04-29,shop_2
240,Wine - Blue Nun Qualitatswein,24,3446.78,2020-11-14,shop_3
241,"Veal - Brisket, Provimi,bnls",20,8942.1,2020-12-24,shop_2
242,"Juice - V8, Tomato",15,4618.01,2020-08-31,shop_3
243,Cheese - Provolone,23,9007.47,2020-02-15,shop_3
244,Potatoes - Mini White 3 Oz,76,3665.05,2020-03-09,
245,"Pasta - Canelloni, Single Serve",92,6875.76,2020-11-19,shop_1
246,Wine - Chenin Blanc K.w.v.,31,8283.39,2020-03-07,shop_3
247,Pork - Hock And Feet Attached,5,7364.06,2020-06-01,shop_4
248,Wine - Riesling Alsace Ac 2001,64,3746.64,2020-02-20,
249,"Fish - Base, Bouillion",75,1403.92,2020-01-22,shop_4
250,Evaporated Milk - Skim,55,152.67,2020-05-10,shop_3
251,Hog / Sausage Casing - Pork,58,4101.29,2020-04-17,shop_1
252,Glucose,11,4071.89,2020-01-29,shop_1
253,Sprouts - Onion,39,4761.74,2020-12-17,shop_2
254,Meldea Green Tea Liquor,4,3275.38,2020-09-28,shop_1
255,Appetizer - Smoked Salmon / Dill,92,4359.64,2020-06-11,shop_4
256,Dawn Professionl Pot And Pan,23,8265.92,2020-06-22,shop_3
257,Veal - Inside,97,7324.07,2020-10-18,shop_1
258,Wine - Beaujolais Villages,98,2151.62,2020-10-14,
259,Sauce - Thousand Island,75,1157.6,2020-11-27,shop_2
260,Dates,86,4877.28,2020-03-12,shop_2
261,Bread - Raisin,99,1670.72,2020-09-03,shop_4
262,Flour - Bread,86,9295.78,2020-04-24,shop_3
263,Beef - Tenderloin Tails,37,8883.28,2020-11-07,shop_4
264,Cheese - Comte,63,7337.67,2020-11-20,shop_2
265,Ketchup - Tomato,83,4822.61,2020-01-25,shop_1
266,"Lentils - Red, Dry",79,3216.79,2020-09-25,shop_2
267,Bread - Assorted Rolls,18,5707.42,2020-03-19,shop_4
268,Bread - Focaccia Quarter,82,7930.03,2020-12-02,shop_4
269,Icecream Bar - Del Monte,89,8904.72,2020-02-29,shop_4
270,Bag - Regular Kraft 20 Lb,80,1964.26,2020-04-07,shop_4
271,"Wine - White, Concha Y Toro",,2153.4,2020-10-12,shop_4
272,"Brandy - Orange, Mc Guiness",17,9853.36,2020-05-20,shop_2
273,Longos - Grilled Chicken With,90,4557.23,2020-12-23,shop_2
274,Tea - Green,98,1074.85,2020-09-11,shop_2
275,Milkettes - 2%,7,5158.72,2020-03-24,shop_2
276,"Yeast - Fresh, Fleischman",40,96.26,2020-08-30,shop_1
277,"Lettuce - Mini Greens, Whole",96,2880.15,2020-07-09,shop_2
278,Wine - Rosso Toscano Igt,72,5211.59,2020-06-12,shop_2
279,Tomato Puree,92,3827.84,2020-09-13,shop_3
280,Cream Of Tartar,39,4948.8,2020-10-16,shop_4
281,Steam Pan Full Lid,78,5176.34,2020-09-08,shop_3
282,Butter Ripple - Phillips,43,5911.39,2020-08-14,shop_3
283,Bols Melon Liqueur,76,756.41,2020-11-20,shop_4
284,Salt And Pepper Mix - Black,1,934.33,2020-09-18,shop_4
285,Lamb - Sausage Casings,84,1725.22,2020-10-19,shop_3
286,Wine - Maipo Valle Cabernet,62,4623.24,2020-08-15,shop_3
287,Beans - French,79,7959.31,2020-12-29,shop_2
288,Pasta - Fusili Tri - Coloured,10,3287.0,2020-04-18,shop_3
289,"Wine - Red, Concha Y Toro",90,181.38,2020-09-21,shop_1
290,Savory,93,3276.08,2020-04-18,
291,Plastic Wrap,18,1691.38,2020-07-31,shop_3
292,Sansho Powder,58,2759.6,2020-12-05,shop_1
293,Sauce - Hp,34,3925.75,2020-12-01,shop_3
294,"Wine - Harrow Estates, Vidal",96,2678.89,2020-09-27,shop_1
295,Appetizer - Shrimp Puff,56,7642.59,2020-12-04,shop_3
296,"Ham - Smoked, Bone - In",54,2792.58,2020-04-04,shop_4
297,Cleaner - Pine Sol,41,4544.03,2020-01-18,shop_2
298,Pur Source,34,7608.93,2020-12-30,shop_3
299,Leeks - Large,26,382.64,2020-12-04,shop_1
300,Okra,20,5123.21,2020-01-28,shop_4
301,Eel - Smoked,36,7510.55,2020-01-08,shop_4
302,Shrimp - Black Tiger 8 - 12,12,2652.45,2020-09-30,shop_3
303,Beef Dry Aged Tenderloin Aaa,50,5263.05,2020-12-05,shop_2
304,Wine - Jackson Triggs Okonagan,,2632.09,2020-12-14,shop_4
305,Pear - Prickly,88,6001.62,2021-01-07,
306,Pepper Squash,61,5218.07,2020-12-02,shop_1
307,Beer - Sleemans Honey Brown,67,3642.26,2020-11-20,shop_1
308,Soupfoamcont12oz 112con,77,6308.38,2020-08-04,shop_2
309,Nut - Pumpkin Seeds,,9437.58,2020-08-20,shop_1
310,"Pepper - Paprika, Hungarian",57,7948.54,2020-02-08,shop_1
311,Cinnamon Rolls,96,8718.28,2020-03-03,shop_4
312,Cake - Mini Potato Pancake,28,4393.14,2020-01-12,shop_2
313,Pepper - Pablano,78,803.43,2020-03-19,shop_1
314,Bread Base - Gold Formel,17,9329.45,2020-05-02,shop_4
315,Nantuket Peach Orange,52,6386.76,2020-11-11,shop_3
316,Eggplant Italian,94,2150.07,2020-08-23,shop_1
317,"Lamb - Racks, Frenched",89,7098.73,2020-10-14,shop_3
318,Pastry - French Mini Assorted,43,1627.24,2020-03-28,shop_3
319,Tea - Orange Pekoe,16,6469.53,2020-08-23,shop_1
320,Brandy - Bar,,6538.56,2020-06-13,shop_4
321,Paper Towel Touchless,52,6052.97,2020-07-11,shop_2
322,Loquat,16,9990.18,2020-12-07,shop_3
323,Grapefruit - Pink,11,7659.02,2020-06-23,shop_3
324,Wine - Wyndham Estate Bin 777,23,9184.34,2020-07-09,shop_1
325,Venison - Liver,75,4891.83,2020-10-04,shop_2
326,Lotus Rootlets - Canned,52,1609.73,2020-11-16,shop_1
327,Sambuca Cream,62,1617.1,2020-12-27,shop_3
328,"Beef - Bones, Cut - Up",76,403.71,2020-07-25,shop_3
329,Bagelers,3,6159.44,2020-04-26,shop_4
330,Bread - Frozen Basket Variety,10,3780.78,2020-10-30,shop_4
331,Table Cloth 72x144 White,25,1671.64,2020-01-14,shop_4
332,Beef Cheek Fresh,53,9503.69,2020-05-28,
333,Cheese - Comtomme,13,3026.52,2020-02-22,shop_3
334,Potatoes - Peeled,,6502.87,2020-07-17,shop_3
335,Orange - Tangerine,6,8176.98,2020-04-18,shop_4
336,"Cheese - Cheddar, Mild",43,4941.57,2020-11-20,shop_1
337,Kumquat,32,280.82,2020-01-28,shop_4
338,"Cheese - Woolwich Goat, Log",10,64.72,2020-03-08,shop_4
339,"Cheese - Manchego, Spanish",41,3011.91,2020-10-17,shop_3
340,Beef - Top Sirloin - Aaa,91,6509.16,2020-01-13,shop_1
341,"Coconut - Shredded, Unsweet",39,2670.79,2020-11-05,shop_1
342,Syrup - Monin - Blue Curacao,89,9300.89,2020-07-09,shop_1
343,"Red Snapper - Fillet, Skin On",16,7163.7,2020-10-05,shop_3
344,Cheese - Mascarpone,57,2466.35,2020-10-30,shop_1
345,Coffee - Frthy Coffee Crisp,100,6869.69,2020-10-13,shop_3
346,Hersey Shakes,60,805.12,2020-11-30,shop_1
347,Onions - Red,67,8564.13,2020-12-29,shop_1
348,Butcher Twine 4r,9,7444.57,2020-02-11,shop_4
349,Truffle Cups - White Paper,91,3411.85,2020-03-14,shop_4
350,Vol Au Vents,44,9884.37,2020-10-08,shop_2
351,"Tart Shells - Barquettes, Savory",32,5766.11,2020-10-17,shop_4
352,Chicken - Whole Roasting,68,9006.54,2020-09-09,shop_3
353,Tea - Jasmin Green,,2755.13,2020-11-07,shop_4
354,Bread - Italian Corn Meal Poly,2,9184.04,2020-05-10,shop_3
355,Tart - Butter Plain Squares,69,6062.44,2020-02-15,shop_4
356,Oneshot Automatic Soap System,86,4080.84,2020-03-29,shop_4
357,Pasta - Canelloni,29,8271.23,2020-04-26,shop_2
358,"Crab - Claws, 26 - 30",94,5028.31,2020-01-20,shop_4
359,Bread - Raisin Walnut Pull,99,710.27,2020-01-21,shop_3
360,Cake - Mini Cheesecake,2,8356.66,2020-07-20,shop_2
361,"Salsify, Organic",27,9678.43,2020-03-23,shop_1
362,Scallops 60/80 Iqf,53,1528.52,2020-02-13,shop_2
363,Tea - Honey Green Tea,62,833.44,2020-04-17,shop_3
364,Cake - Sheet Strawberry,52,198.85,2020-08-25,shop_2
365,Blackberries,96,4624.38,2020-08-06,shop_3
366,Gooseberry,,3845.8,2020-11-11,shop_1
367,"Wine - Red, Concha Y Toro",92,8743.42,2020-04-05,shop_2
368,Bread - Sour Batard,69,8191.21,2020-12-18,shop_2
369,"Yeast - Fresh, Fleischman",5,6796.46,2020-05-28,shop_2
370,Gatorade - Fruit Punch,85,2789.38,2020-10-01,shop_4
371,Pork Casing,7,593.07,2020-12-11,shop_4
372,Skirt - 29 Foot,57,1060.78,2020-11-29,shop_2
373,Juice - Orange,17,8468.9,2020-03-05,shop_4
374,Veal - Heart,47,424.21,2020-03-14,shop_4
375,Pork - Bones,89,8538.87,2021-01-05,shop_3
376,Bread - Multigrain,35,5573.56,2020-04-15,shop_4
377,Tuna - Loin,56,4012.02,2020-08-29,shop_2
378,Coffee Guatemala Dark,62,7005.7,2020-10-31,shop_3
379,Chocolate Bar - Reese Pieces,32,5722.78,2020-12-04,shop_2
380,Clams - Canned,,5814.37,2021-01-08,
381,Worcestershire Sauce,25,4693.68,2020-10-26,shop_1
382,Cookies Oatmeal Raisin,33,2288.79,2020-02-24,shop_2
383,Goat - Leg,7,9679.65,2020-09-07,shop_4
384,Bread - 10 Grain Parisian,62,2647.12,2020-12-08,shop_4
385,Tofu - Soft,28,1655.49,2020-12-30,
386,Fork - Plastic,4,1539.64,2020-04-14,shop_1
387,Ice Cream Bar - Rolo Cone,26,8158.83,2020-08-04,shop_4
388,Sauce - Chili,7,7905.27,2020-01-17,shop_1
389,Lobster - Tail 6 Oz,42,544.09,2020-10-23,shop_2
390,Amaretto,30,5811.45,2020-05-04,
391,Sage - Fresh,66,2465.35,2020-02-05,shop_1
392,Steam Pan Full Lid,77,4753.09,2020-05-19,shop_3
393,Beer - Mcauslan Apricot,2,6338.16,2020-11-10,shop_4
394,Liqueur - Melon,61,3236.55,2020-10-05,shop_1
395,Longos - Burritos,58,6392.58,2020-01-08,shop_3
396,Puree - Mango,81,3981.19,2020-12-23,shop_2
397,Longos - Chicken Cordon Bleu,81,818.19,2020-08-27,shop_1
398,"Pasta - Linguini, Dry",38,2429.73,2020-08-08,shop_1
399,Wine - Ruffino Chianti,39,6528.76,2020-04-10,shop_2
400,Sardines,100,7081.87,2020-02-24,shop_1
401,Island Oasis - Banana Daiquiri,76,5550.48,2020-12-07,shop_3
402,Jicama,78,5985.99,2020-12-15,shop_2
403,"Tomatoes - Cherry, Yellow",97,7711.5,2020-06-24,shop_4
404,Parsnip,32,6689.53,2020-08-03,shop_2
405,Cookie Chocolate Chip With,73,2723.71,2020-08-17,shop_4
406,"Artichoke - Bottom, Canned",80,6759.36,2020-10-05,shop_2
407,Mcgillicuddy Vanilla Schnap,28,8747.23,2020-09-06,shop_1
408,"Juice - Cranberry, 341 Ml",44,4307.55,2020-11-29,shop_4
409,Lemon Balm - Fresh,81,6320.73,2020-08-05,shop_2
410,Wine - Prem Select Charddonany,36,8663.77,2020-11-03,shop_2
411,Spice - Montreal Steak Spice,29,3380.05,2020-09-30,shop_2
412,Sprouts - Brussel,77,9661.39,2020-11-28,shop_1
413,Lambcasing,81,523.29,2020-06-29,shop_4
414,Muffin Puck Ww Carrot,68,8178.05,2020-09-02,shop_4
415,Bread - Granary Small Pull,33,3667.64,2020-10-12,shop_2
416,Water - San Pellegrino,58,7635.19,2020-01-09,shop_1
